Year,Month,Timestamp,Day of Week,Hour of Day,Route ID,Direction,Borough,Route Type,Stop Order,Timepoint Stop ID,Timepoint Stop Name,Timepoint Stop Latitude,Timepoint Stop Longitude,Next Timepoint Stop ID,Next Timepoint Stop Name,Next Timepoint Stop Latitude,Next Timepoint Stop Longitude,Road Distance,Average Travel Time,Average Road Speed,Bus Trip Count,Timepoint Stop Georeference,Next Timepoint Stop Georeference
2025,1,01/01/2025 05:00:00 AM,Friday,5,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,11.771016,8.114847160701057,23,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,1,01/01/2025 05:00:00 PM,Friday,17,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,18.846078,5.068428656023666,34,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,1,01/01/2025 08:00:00 PM,Friday,20,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,13.18194,7.246276487702781,24,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,1,01/01/2025 06:00:00 AM,Friday,6,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,12.07107,7.913134832217272,53,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,1,01/01/2025 12:00:00 PM,Friday,12,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,17.275254,5.529296239813332,33,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,1,01/01/2025 08:00:00 AM,Friday,8,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,15.83547,6.032028391959433,39,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,1,01/01/2025 01:00:00 PM,Friday,13,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,17.817594,5.360993385189695,36,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,1,01/01/2025 02:00:00 PM,Friday,14,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,21.642594,4.413519143885715,36,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,1,01/01/2025 07:00:00 PM,Friday,19,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,15.235416,6.269601735561236,24,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,1,01/01/2025 06:00:00 PM,Friday,18,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,16.81944,5.679141862163387,24,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,1,01/01/2025 11:00:00 AM,Friday,11,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,16.695402,5.721335943343805,29,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,1,01/01/2025 09:00:00 PM,Friday,21,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,14.093862,6.777418880695202,19,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,1,01/01/2025 03:00:00 AM,Friday,3,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,10.000008,9.551992358406114,5,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,1,01/01/2025 04:00:00 PM,Friday,16,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,18.556248,5.147591920447073,40,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,1,01/01/2025 01:00:00 AM,Friday,1,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,9.874998,9.6729162900842,8,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,2,02/01/2025 11:00:00 PM,Monday,23,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,11.456064,8.337943834101962,11,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,2,02/01/2025 05:00:00 PM,Monday,17,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,17.165976,5.564496045229007,24,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,2,02/01/2025 03:00:00 PM,Monday,15,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,18.27708,5.226217218551473,32,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,2,02/01/2025 09:00:00 AM,Monday,9,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,16.480434,5.795964510639418,23,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,2,02/01/2025 05:00:00 AM,Monday,5,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,11.005266,8.679481010191964,19,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,2,02/01/2025 08:00:00 PM,Monday,20,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,12.859722,7.427844463176492,12,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,2,02/01/2025 03:00:00 AM,Monday,3,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,10.00833,9.544049806511177,4,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
2025,2,02/01/2025 02:00:00 PM,Monday,14,BX19,S,Bronx,Local,7,103917,SOUTHERN BLVD/EAST TREMONT AV,40.842926,-73.885763,104221,SOUTHERN BLVD/E 163 ST,40.820842,-73.891773,1.592,16.929762,5.64213455356813,28,POINT (-73.885763 40.842926),POINT (-73.891773 40.820842)
